input,target,id
extract height: Size 10.1oz/300ml BODY SOAP 5.9in/14.9cm Take a warm bath to wash 4.3in/11.0cm all the b lues away 2.6in/6.5cm,14.9 centimetre,3596
extract maximum weight recommendation: Assemble It allows you to install more easily Step1. Open The Magic Stickers Step2. Put on Bracing. S tep3. Easy to finish.,3.0 ton,3597
extract width: 20.07in Before scaling 51cm 84cm After scaling 33.07in 16.14in 41cm 47cm 18.5in 10.63in 6.69in 27cm 1 7cm,41.0 centimetre,3598
extract depth: 1.8inch 1.4inch 9.1inch 7.5inch 8.5inch 7.1inch,8.5 inch,3599
"extract wattage: 12 cm/4,72 zoll 34 cm/13,39 zoll 23,5 cm/9,25 Zoll 22cm/8,66zoll Standard 1 X E27-Sockelbirnen  (GluHbirnen Sind Nicht Enthalten) Max 60W 220v 60 Hz LED-Gluhbirne CFL-Birne Pro Blub Wechselstrom  Einfach Zu E27 Basis Anti-Rost Gluhlampe Halogen-Gluhlamp Instal",60.0 watt,3600
"extract voltage: secure Long life and low noise, easy to install. O0s xewo JT 660 (EIP68",6.0 volt,3601
extract volume: OSTREPROMESSE Colombia:Capsule vegetali Vitamine B6 Allemagne Usine de fabrication Annemasse Laborato rio farmaceutico R&D Mougins M dal1948 Esperto di salute naturale e gli oligoelementi Ma eam diricerca e Laboratoire L'OLIGOTHERAPIE DEPUIS1948,1948.0 decilitre,3602
extract height: CAELUSI CAELUSI 2.55 in GARDENIA SCENTED CANDLE GARDENIA SCENTED CANDL E 3.5OZ e100g 2.5 in,2.55 inch,3603
extract depth: 5CM 5CM 40CM 8CM 7CM 24CM,40.0 centimetre,3604
extract height: 8 inch 5.7 inch 7 inch 1.3 inch handcrafted product with slightly size varia,7.0 inch,3605
extract width: L:29cm W:8cm,8.0 centimetre,3606
extract width: 32mm 9mm 18mm 17mm 32mm,32.0 millimetre,3607
"extract height: 10cm/4"" .5cm/3 9cm/3.5"" 43cm/17"" 43cm/17"" 10cm/4' Please allow 1-2cm deviation because of differen",43.0 centimetre,3608
"extract volume: Supplement Facts Serving Size 1 tea bag (Makes 8 fI oz). % Daily Amount Per Tea Bag Value Vitamin  p OrganicAcerola Fruit Extract and Ascorbic Acid) 18 mg 20% Proprietary Blend of Herbs 1.406 mg Organ u are pregnant. East West Tea Company, LLC P.O.BOX21124 Eugene,OR 97402 CERTIFIED ORGANIC Certified O",8.0 fluid ounce,3609
"extract height: POT JARS DIMENSION 8OZ Thickness: 0.7mm capacity UPGRADE 3.3"" 2.7""",3.3 inch,3610
extract weight: Considerate Details 360 Degree Rotation Max Thickness:15mm (0.59 inch) Ba se Weight:1.075 kg,1.075 kilogram,3611
"extract width: 22cm/8.66 39cm/15.35"" 5h",22.0 centimetre,3612
extract wattage: GDJ-GU10W GDJ-GU10W GDJ-GU10W J Type Track J Type Track J Type Track Head Adap tor Head Adaptor Head Adaptor t t GU10Socket GU10Socket GU10Socket,10.0 watt,3613
extract weight: T Fit sub-compact / compact and full-size pistols 0.9in 1.1in 1.3in 2.3in 33.7g(1.18oz),33.7 gram,3614
extract voltage: 301. POWERADAPTER Model:GA-1201000 Input:A Output12.0V=1000mA us FC M VI MADEIN CHINA,12.0 volt,3615
extract weight: Aachi Chilli Powder 500g TASTAAE,500 gram,3616
extract height: Weight: 0.17kg 12.20in 31cm 4.33in 11cm 10.63in 27cm,12.2 inch,3617
extract wattage: 100w E-Marker. Smart Chip More safe and reliable. E-M aker (100W) 100W Charging Efficiency * E-Marker PD3.060W Charging Efficiency 100W E-Marker,100.0 watt,3618
"extract voltage: 28"" 7 Freewheels 48V1000w VORDEERADMIT BRUSHLESSMOTOR Gable Mindestbreite: 100mm",48.0 volt,3619
"extract height: 32"" 33"" 14""",32.0 inch,3620
"extract depth: 1.22"" 2.09",9.0 inch,3621
extract width: JC TV BOX sub/DVD iHandy 3 5 CH.LIST HOME/APP CH.LIST MENU SOURCE HOME/APP MEN e-Key REC OSD TVRADIO Learning Remote INFO/LR EPG/3D USB/FAV Three equipments-in-one Setting for lear GUIDE/SLEEP Setting for One-Key leaning iHandy CRC86E CRC86E One-key copy This model is fully compati ble with 86ES,2.0 inch,3622
extract weight: MENTSFROM NATURE MAGNESIUM VEGAN FRIENDLY CITRATE 10OO MG  HOWARDJAMES ESSENTIAL SUPPLEMENTS FROM NAT UR MAGNESIUM CITRATE MINERAL 1000MGPROVIDING 300MG ELEMENTAL MAGNESIUM CONTRIBUTES TONORMAL Reduct ness & Fatigue SUPPORT Energy-Yielding Metabolism 60 Muscle Function vegan capsules FOOD SUPPLEMENT 2  MONTHS SUPPLY 2 Months Supply 60 Vegan Capsules 1000mg Magnesium,1000.0 milligram,3623
extract voltage: 6.0cm/2.36in HIGH OUALITY GU10 5.5cm/2.16in (Not Include) 16.8cm/6.61in A5GU108W6400k70mA 9 .0cm/3.54in 230V/50Hz82180428 aigosear 10.45cm/4.11in,230.0 volt,3624
extract voltage: 36V250W High-quality motor 25 Km/h Maximum speed 45 N.M Maximum torque Speed 21 Gear- Shimano Shifter,36.0 volt,3625
extract wattage:  endurance Cool appearance Mountain Bike Anaconde 48V15Ah 1500W POWER BRINGSJOY,1500.0 watt,3626
extract depth: Dimension Full Extend (2mm) 1400mm 700mm 700mm Lock length: 30mm 700mm Pull back 8 -8- (0.5mm)  Thickess 190.5 80.5 Gap of installation:19mm 3 Truslided 5,700.0 millimetre,3627
extract depth: 18cm/7.16inch 2.5cm,18.0 centimetre,3628
extract voltage: WALLMOUNTA NTEPARAFIUACIONEN 4.72in CHINA/HECHOENCH FABRIQ . 5in 4.33in 11. Color:   Material: Premium Metal +Tempered Glass Voltage: 110V-120V Wattage: 100 MAX Power: Corded-Electric B ulb Support: E26 Base Bulbs 4.72in (Bulb is excluded) 4.72in,"[110.0, 120.0] volt",3629
extract weight: SPIEL BASS+ FILM MUSIK NACHRICHTEN 3D DSP-Technologie und 6 EQ-Modi Bringt Ihnen ein i,6.0 pound,3630
"extract volume: 4 pipette FRONTLINE da 0,67 mL SPOT ON CANI (Fipronil 100 mg/ml) Per uso este mento e prevenzione delle infestazioni da zecche, 4 pipette FRONTLINE da0,5mL SPOT ON GATTI (Fipronil  100 mg/ml) Per uso esterno Trattamento e prevenzione ",0.67 millilitre,3631
extract voltage: 24V 370W,24.0 volt,3632
extract wattage: nginal wall charger of your phone Samsung Galaxy S20/S20+/S20Ultra/Note10:Requires a QC /AFC protocol  charger with a 18W USB A port (The original charger is a PD fast ch arging with a 25 W USB C Port),18.0 watt,3633
extract height: 140cm 48 cm 70 cm 15 cm 74cm 145cm,48.0 centimetre,3634
extract depth: Rose Gold Plated ShiningDivas 16CM Opal Czech Drill Weight:About15.70g I TIPS:manu,16.0 centimetre,3635
"extract width: Product Dimensions 66.9"" 66.9"" 12.8"" 15.9"" 3.3"" 64.2""",64.2 inch,3636
"extract volume: F FLAVOUR:ELAICHI, GINGER PERCENTAGEOFFLAVOUR:MAX.2.5%W/W REG|$TRATION LIC.No.LC/F299Dtd.23/03/2018 H ow to Brew: Boil 100ml Fresh Water,Add 1 Spoon Apsara Elaichi Tea,Add Milk and Sugar as pe",100.0 millilitre,3637
extract wattage: Working with 2*E14 Standard EU Bulbs.(40w Max -Bulb Not Included X,40.0 watt,3638
extract weight:  NUTRITION BISCUITS BISCUITS Real Chicken is the #1 Ingredient Real Chicken is the #1 Ingredient Crun laque & Starter Build-up QUALITY GUARANTEED Omega 3&6 Fatty Acids Promotes Lustrous Coat GUARANTEED O mega 3&6 Fatty Acids Promotes Lustrous Coat No Added Colou r or Flavors No Added Colour or Flavors Net Wt.500g Vitamins & Minerals Fortified to help keep Dogs  at their Bes Net Wt.500g Vitamins &Minerals Fortified to help keep Dogs a,500 gram,3639
"extract width: ink? Pre-drilled hold size requirement: Hole size 1""-1.5"" max counter top thickness without deck plat e Three Hole Deck thickness 0.2""-1.2"" Will Get + POp-up Drain With Overflow",1.0 inch,3640
extract wattage: loadm Col 4strmgwinds Hhardtnos BrtWDrn Sporrod Th131rzn,4.0 watt,3641
extract volume: Squeezed Ueezed Soueezed Cashew Milk 16FLOZ(1PT473M 16FLOZ(1PT)473M,16.0 fluid ounce,3642
extract height: 140 cm 74 cm 55 cm 75 cm 105cm cm 44 cm 23 cm,75.0 centimetre,3643
extract height: 22in 19in 8in 3.5in 31.5in 4.5in 30in 12in 16in 17in,30.0 inch,3644
extract volume: Nutrition Facts  Serving size 1 bottle (320mL) Amount per serving Calories 170 Total Fat Og 0 % 100684  Sodium 60mg 3% Total Carbohydrate 43g 16% Dietary Fiber < 1g 3%  Total Sugars 38g Includes  26g Added Sugars52% 850389 Protein 0g 2% saturated fat.trans fa 8 SHAKE BEFORE DRINK.,320.0 millilitre,3645
extract depth: SIZE 11.8inch/30cm 0.55inch/1.4cm YOUR TEXT HERE 5.9inch/15cm 1inch/2.5cm YOUR TEXT HERE,15.0 centimetre,3646
extract volume: oaded with herbs and vitamins. Dietary supplement 2.5 FL OZ (74ml),2.5 fluid ounce,3647
extract volume: Volume:1600 ML DNELOCIOUS 11 CM 17.3 CM 10.8 CM 21.5 CM 3 Scomparti Sicuro per il Adatto al Microond,1600.0 millilitre,3648
extract volume: ARGENTO COLLOIDALE PLATA COLOIDAL NSTITUT KATHARC 40PPM ARGENT COLLOIDAL ARENTOLDALEPATACOLOIDAL X 40 COLOID U ULTRA-PURE | EXTRA PUREW REE SPRAY TOFIL 40PPM APAISE PURIFIE NETTOIE www.institut-katharos. com 130mL a remplir 300 INSTITUTKATHAROS Uncommonly Passionate Colloidal  dal Silver Silver WE ARE UPDATING OUR PACKAGINGS! 40PPM 40PPM INSTITUT KATHAROS You may receive one o y both contain the exact same. Argento Colloidale 30ml 300ml =200 sprays 300ml colloidal silver you l,300.0 millilitre,3649
extract width: 29.5cm 86cm 39cm,86.0 centimetre,3650
"extract volume: NATURESANSWER Since 1972 SupplementFacts ature Serving Size 2mL approx.56  prevent any disease. These Servings Per Container 15 NATURESANSWER  statements have not been evaluate d by the FDA.This product 8300000890 %Daily Since 1972 Amount Per Serving Value ADVANCED BOTANICAL FI ther Ingredients:Purified Water,Vegetable Glycerin12-15% Certified Organic Alcohol Trifolium pratense  Suggested Use:As a dietary supplement,take 1-2 mL 28-56 drops three (3) times a day in a small a trated WARNING:DO NOT USE IF PREGNANT OR NURSING. 2,000mg DO NOT USE IF SAFETY SEAL IS DAMAGED OR MIS ractices.Our Facility is cGMP Certified PARVE Net 1 floz30 mL For product information.call 800439-232 4 www.naturesanswer.com 9284 Rev. 916 1128 Low Alcohol Herbal Supplement 2016 NATURE'S ANSWE RHauppauge,NY 11788-3943",1.0 fluid ounce,3651
extract weight: KEURIG COMMITTED TO 1OO% ETHICAL COFFEE SOURCING GENUINE K-CUPPODS R ST L &SWEET SMOKE DARKEST LIGHTEST DARK ROAST GROUND 100% ARABICA COFFEE 24 RECYCLABLE* 24- 0.42 OZ (12  g) 7 EA NET W K-CUPPODS,288.0 gram,3652
"extract height: 11.5"" 25"" 8"" 11.5"" 17 Ou 11.5 11 40.5"" 12",25.0 inch,3653
"extract depth: 5 Choose What You Need SIZE AVAILABLE 27.6x17.7"" 35.4x23.6"" 51.2x23.6"" 70.9x23.6"" 59x35.4""",35.4 inch,3654
extract wattage: 500W  BBUSHLESS GEAR MOTOR STORNGER &POWERUFUL 20MPH 50NM 21-SPEED Max speed Torque Gears,500.0 watt,3655
extract voltage:  Technology and schedule function help save up to 78.3% energy compared with original bulbs. saveup t o 78.3 meross MSL120 A19WiFi RGBCW OMNI 9W230V50Hz810 Lumens2700K~6500K,230.0 volt,3656
extract width: 1.1 in/3.0 cm 1.1 in/2.8 cm,1.1 inch,3657
"extract height: m DESIGN 5"" 12.7cm 12"" 30.5cm 9""I22.9cm",5.0 inch,3658
extract weight: SI 2 e,166.0 pound,3659
extract maximum weight recommendation: SODA SLE BA oun THE NOHARSH Pure EXEMPT sclohnson 3UJAV noendol3 bAAK Bnp,15.0 pound,3660
extract width: No Insert & Only 1 Pillow Cover Front Back 18in/45cm 18in/45cm Single-sided printing,45.0 centimetre,3661
extract height: 28cm 30cm 30cm 188cm 14cm 30cm 22cm 30cm 30cm 33cm,188.0 centimetre,3662
extract weight: 150g 13.8 inch 10.2 inch 4.7 inch,150.0 gram,3663
"extract width: Rollo de film transparente 45x300 17 m Gr 1,5 kg 45 cm 300 m Packs disponibles",45.0 centimetre,3664
extract volume: BONOMELLI DAL1908 NFUS GUSTOS 100% NATURAL CON FRUTTA SECCA noberasco MANDORLA CON ,1908.0 decilitre,3665
extract height: Specifications TELESIN Size: 40.7x33.6x13.2mm STAMINA BATTERY PACK Weight: 32.58g 40.7mm Capa city: 1720mAh Input voltage: 4.4V ForHero11/10/ Temperature: -20C-60C 33.6mm 13.2mm 115mm 59.5mm  24.9mm Size: 115x59.5x24.9mm Temperature: 0C- 40C Weight: 85.6g Model: TELESIN blue square battery  and yellow round battery. Input: Type-C 5V/3A,40.7 millimetre,3666
"extract width: Marlai 31"" 20.5 10' 36 inch (minimum) 838.2mm[33.00] 381mm[15.00] 381mm15.00] 19.1mm[0.75] 533.4mm21. 00- 452.1mm[17.80] 422.1m[16.62] 558.8mm22.00 [22.00] SASX3322A2-55 558.8mm B1.3m 1.Minimum Base Cabi net:36 inch wide 254mm10.00 2.Drain Size:3.5 inch as standard 254mm10.003 19.1mm[0.75] 3.Avail",838.2 millimetre,3667
"extract voltage: hway Lights. Solar Panel: Polycrystalline silicon 5v/2w Battery:Lithium iron phosphate 3.7v 2000mAh L umen: First gear low bright 1ooLM, Second gear. high bright 200LM Color Tempera ture: 2500-3500K 413mm Working Hours: First gear 12 hours / Second gear 6 hours Charging Time: 5-6 ho  the day, light on at night. Waterproof Rating: IP64 Material: ABs + PC Color:Black",5.0 volt,3668
extract wattage: 360 36watts top 360rotation three lights dimmable light stable base s,36.0 watt,3669
extract depth: 1 35mm 69mm,69.0 millimetre,3670
"extract width: UNIT:INCH 42.1"" 79.3"" 37.2"" 3 3.2 15"" 11.19 39.1"" 14.8 28"" 56.2"" 46.5"" 9.1"" 76.900 12.6"" 41.3""",42.1 inch,3671
"extract volume: MAVITAS BARLEY GRASS POWDER HOW TOUSSE 3. TAKE IBAG OF Pour about 30 ml of Thaw,add ice if",30.0 millilitre,3672
extract volume: WHEN OPENING  CAUTION ATTENTION 0222 ando,50.0 quart,3673
"extract weight:  CONTENTS TEA Creative visualization NET WEIGHT : 1kg SEE BELOW FOR BATCH NO./PKD.ON/ MRP inclusive o f all taxes THE BLEND 8901095900232 BRAND OWNED BY:HASMUKHRAI & CO THEBREW fssai THE  TASTE Lic.No.10013022001835 FOR MANUFACTURED AND PACKED AT NUTRITIONAL INFORM ATION ep100go (S) MANUFACTURED AND PACKED AT: AMAR TEA PVT LT D. 144/3P,RAIWADI ROAD,VILLAGE SANJAN Energy (kcal) 303 TA L.UMBERGAONDIST.VALSAD-396150 Protein (g) 18 GUJARAT. Carbohydrate(g) 56 tssai Sugar(g) Lic.No .10018021003177 0 TMANUFACTURED AT:AMAR TEA PVT.LTD. Fat (g 0.8 JAI ER,ANJUR PHATA ROAD,VILLAGE VALTAL.BHIWANDI THANE-421302,MAHARASHTRA. PURE fssai ASSAM CTC Lic.No.100 14022002850 LEAF TEA PACKED AT: AMAR TEA PVT.LTD. A/3T.K.INDU STRIAL ESTATE,G UPTA WADI SEWREE,MUMBAI-400015,MAHARASHTRA STORE IN A COOL DRY AND HYGIENIC PLAC E. BEST BEFORE12 MONTHS FROM PACKAGING. fssai IMITATION OF LABEL G RAPHICS/ Lic.No.10013022002270 COLOUR/PACK DESIGN Customer Care: ISA PUNISHABLE  OFFENCE. Toll free:1800 1212200 E-mail: info@societytea.com Website:www.societyte com Get in touch with us: OTHER AMAR TEA PVT.LTD. 61,Dr.S.S.Rao RoadParel, Mumbai-400012,Maharashtra.",1 kilogram,3674
"extract volume: IMONE ZERO SANBENEDETTO Succoso ZUCCHERI ACCIUNTI 12x0,40L",0.4 litre,3675
extract wattage: ML9 Recognising face 08:08 Supercharging 85% 85.5% Super charging,67.0 watt,3676
extract width: Product specifications 3.2CM/1.26in nta R19H1 RIGH Line length: VEANA 65cm/25.59in Total length : 8.5CM/3.35in Single weight:13g,8.5 centimetre,3677
extract volume: 1867 KUSMI TEA CERTIFIE The vert menthe. concombre AGR BIO BIOLOGIGRE The vert saveur menthe-concombre R-304,29460.0 litre,3678
extract volume: avec des ingredients reconnus Bio Ashwagandha KSM-66Premium 600mg Rhodiola L-Theanine 1500mg 300mg 06  GMP PREVU POUR GELULES 30JOURS es.no,600.0 millilitre,3679
extract voltage: er kompatible Mainboards mit einem mitgelieferten 5-V-ARGB-Adapterkabel. 16 Einzeln ansteuerbare RGB- LEDs 360 anpassbare RGB-Lichteffekte CUE CORSAIR INTERFACI,5.0 volt,3680
"extract volume: Salus Leber-Galle-Tee Krautertee Nr.18a Art der Anwendung: Zum Trinken nach Bereitung ei en und Verdauungsbeschwerden Dosierungsanleitung: 1 Filterbeutel mit sprudelnd kochendem Wasser ca.15 0 ml) ubergielsen und bedeckt etwa 10 bis 15 Min.ziehen lassen.AnschlielBend Filterbeutel entn ehmen. Soweit nicht anders verordnet, 3- bis 4-mal taglich eine Tasse frisch bereiteten Tee eine",4.0 millilitre,3681
extract width: 35CM 100CM 45CM,100.0 centimetre,3682
"extract weight: PRODUCT DIMIENSION Manual mesurement, 7.09cm/ 5.8inch there will be 1-2cm error 2.79inch 14.36cm/5. 65inch 10cm/ 3.94inch 5cm/ 1.97inch 19cm/7.48inch Weight: 500g",500 gram,3683
extract height: 75mm 180mm,180.0 millimetre,3684
extract wattage: SINCE 2006 INVENTAA INNOVATION IN LIGHTING Easy to Install 1 00% Waterproof Sturdy and Maintain and Rustproof Alu dy and Powder Coated Estella warranty for product 12W,12.0 watt,3685
extract width: PRODUCT SIZE 10.50cm/4.13in 5.00cm/1.97in,5.0 centimetre,3686
extract weight: Stainless steel High polished 16mm 20mm 42mm Enamel Length:21.5cm Weight:44.5g,44.5 gram,3687
"extract volume: ake is to take l tablet before going to Melatonin,5HTP&LTheanine bed at night time only or as directe TY Shep NCREASES CONCENTRATIONAND MEMORY Bene Mae 30 Tablet imunty 48003",5.0 litre,3688
extract wattage: 40w Dual Type-C Charger with 2-Pack Original iPhone Lightning Cable Match All Yo ur Apple DeviceEnjoy Your Leisure Time 40w 2in 2in Office Living Room Bedside Sofa,40.0 watt,3689
extract maximum weight recommendation: Necta NCENTRATE UTS SAA LTED DS 4ELOZ/1.36 SAAT 1IB REDDNEYEEANS BAIYBEAN,1.0 pound,3690
extract volume: 1OU2 c.a cafe 06 10min (25cl) Add 1 teaspoon to 25cl of boiling water and let steep for 10 minutes 1  Teeloffel in 25 cl kochendes Wasser geben und 10 Minuten ziehen lassen Anadir 1 cucharodita a 25 c l de agua hirviendo y dejar reposar durante 10 minutos Aggiungere 1 cucchiaino a 25cl di ocqua b ollente e lasciare in infusione per 10 minuti,25.0 centilitre,3691
extract height: 17cm / 6.7in 29cm/11.4in 16cm/6.3in,17.0 centimetre,3692
extract volume: NutriStella? 350 mg HOLONDER HERBAL ORALSPRAY ENTHALTNATURLICHE ZU M OFFNEN DREHEN ANTIOXIDANTIEN NutriStella? 350 mg HOLUNDER ANTI IMMUN HERBAL ORAL SPRAY OXIDANS  T IMMUN ANTI GEWICHT ABWEHR OXIDANS GEWICHT SPRAY 30 ml 37 TAGESPORTIONENS NAHRUNGSERGANZUNGSMITTEL ( Mit SuBungsmittel) Mit Krauterextrakt 30 ml 37TAGESPORTIONEN,30.0 millilitre,3693
extract voltage: White Light 22 Inch/55cm PRODUCT DIMENSION Material:  Metal+Acrylic Volt age: 110 V Power:33 w Finish: Coating on mental. Light Source: LED Ar ray White Light : 6500 K,110.0 volt,3694
extract volume: ito C-ColacaCol Extrae Extrag Fridge/Freezer Safe 5 6 8 9 Microwave Safe Make sure to remove the lid ,200.0 millilitre,3695
"extract maximum weight recommendation: durable, and can withstand a jump weight of up to 125 KG Upgrade 3 thick galvanized U-shaped legs and  6 silent pads, which are strong and non-slip and wo",125 kilogram,3696
"extract height: 17.5"" 33.8"" 19.8"" 24 23.8"" 28.3"" 29.5""",33.8 inch,3697
extract depth: 25cm 9.8in Adjustable Max150cm 45cm 17.7in AWattage:48W  Light source: LED Luminous Flux:3 200 Lumen Brightness: 5%-100% AApplicable Voltage:220V-240V AColor temperature:3000-6000K,45.0 centimetre,3698
extract depth: 780mm 75mm 285mm 402mm OMATE 185mm 75mm Note: *Product size may differ by 1 to 3 mm fro,780.0 millimetre,3699
extract depth: HOT 13cm LIGHT SONIC 3cm,3.0 centimetre,3700
extract depth: 19cm/7.5inch 31cm/12.2inch 35cm /13.8inch 22cm/8.66inch 120cm/47.24inch,35.0 centimetre,3701
extract voltage: 36V 9AH AH Lithium lon Battery Electric Mode 15-20 Mi PASmode 25-30 Mi Waterproof Hours Fast Charge  Balanced Saving Life Power Battery Leakage Charge 1000 Free Warranty Lock Protection Times+ For 1 Yea,36.0 volt,3702
extract voltage: Dimension Bulbs NOT Included 10.2 inch260mm 4.5inch 115mm 3.9 inch X1 (100mm) MAX 41.3 inch (1050 mm) Adjustable Cord 49.8inch 17.7 inch x2 (1265mm) (450mm) 8.5 inch 5.9 inch (215mm 150mm) 3.9inc h100mm 28.2 inch715mm E26 110V-240V 60W MAX DIMMER COMPATIBLE,"[110.0, 240.0] volt",3703
extract height: Shoes cm 50 cm,58.0 centimetre,3704
extract depth: Xa4x 31cm 41cm 32cm 22cm 75cm,31.0 centimetre,3705
extract height: 29CM/11.4IN 55CM/21.7IN,29.0 centimetre,3706
extract maximum weight recommendation: NEWYORK 5 Points Safety Harness Weight Capacity Upto 20 Kgs  Age group 6 months to 5 Years,20 kilogram,3707
"extract depth: 15.7"" 78.7"" Coverage: 15.7""x78.7""=8.6 Square Feet",78.7 inch,3708
extract maximum weight recommendation: FREEGIFT 20%OFF $10OFF BURT'S BEES BURT'SBEES BURT'S BEES BURT'SBEES,240.0 ounce,3709
extract height: ct & Space-saving Design Pursue Art in Simplicity 27.55IN 55.11 IN 30.15 IN 23.93IN 28.74IN 24.21 IN  24.25IN 48.50IN drawer inner diameter 21.25INx12.83INx3.14N 15.74INx12.83INx3.93IN,30.15 inch,3710
"extract wattage: which is anti-oxidative and wear-resistant. After 30,o00+ times of plugging and unplugging tests,it d oes not loosen or pop up windows our cable 100WPD 100WPD antioxidant, no loose,no pop-up other cable ",100.0 watt,3711
extract height: 7cm/2.8in 35cm/13.8in,3.0 centimetre,3712
"extract depth: 4.5CM 4.2CM 3.5CM 3.5CM 4CM 6.5cm 3.5CM 4cm 1,6 3.5cm\1.37in 3.5cm1.37in",6.5 centimetre,3713
extract voltage: HDMI x 2 USB x 1 LAN CABLE AV INPUT HEADPHONE,0.7222222222222222 volt,3714
"extract voltage: Vs 12V safety voltage Input Voltage 110V 15""-66"" Height 15""-48"" 2 steps installation installation  Complicated installation 10 i Brightness levels No brightness adjustment Adju stment 3 timing Functions Timer No timer function YADOKER ",12.0 volt,3715
"extract voltage: 4681EA2001T Washer Drain Pump Motor. Compatible with LG, Sea rs, and Kenmore DRAIN PUMP 60Hz 120V CL.F 85W1.4A 45LMin 1.5m",120.0 volt,3716
